x : 7.125660  y : -0.239924  deg : 164.405420
x : 7.869900  y : 0.037829  deg : -0.212777
x : 7.879992  y : 0.064392  deg : 0.033768
x : 7.868716  y : 0.038167  deg : -0.460170
x : 7.869448  y : 0.038564  deg : -0.206797
x : 7.999539  y : 0.005538  deg : -0.244448
x : 7.869221  y : 0.038023  deg : -0.461281
x : 7.869175  y : 0.038036  deg : -0.461181
x : 7.931037  y : 0.118224  deg : 1.256096
x : 7.999532  y : 0.005618  deg : 0.012515
x : 7.869453  y : 0.036147  deg : -0.226571
x : 7.999533  y : 0.005607  deg : -0.238467
x : 7.881127  y : 0.065760  deg : -0.201009
x : 7.932305  y : 0.118279  deg : 0.783742
x : 7.871411  y : 0.037995  deg : -0.461196
x : 7.870960  y : 0.036332  deg : -0.224881
x : 7.868840  y : 0.038740  deg : -0.455436
x : 7.867492  y : 0.036679  deg : 0.027527
x : 7.870817  y : 0.037567  deg : -0.464797
x : 7.898345  y : 0.089541  deg : 0.125238
x : 7.999558  y : 0.005570  deg : -0.213627
x : 7.870583  y : 0.038838  deg : -0.704370
x : 7.905890  y : 0.097351  deg : -0.219943
x : 7.868841  y : 0.038131  deg : -0.460444
x : 7.869997  y : 0.036598  deg : -0.472830
x : 7.869664  y : 0.037293  deg : -0.717204
x : 7.999466  y : 0.006069  deg : -0.226023
x : 7.868363  y : 0.036443  deg : -0.474293
x : 7.869132  y : 0.036234  deg : -0.225900
x : 7.869269  y : 0.037404  deg : -0.466349
x : 7.869746  y : 0.037269  deg : -0.467383
x : 7.878842  y : 0.064995  deg : 0.038844
x : -nan  y : -nan  deg : -nan
x : 7.869350  y : 0.037381  deg : -0.216524
x : 7.869046  y : 0.038073  deg : -0.710895
x : 7.931171  y : 0.119063  deg : 1.031820
x : -nan  y : -nan  deg : -nan
x : 7.999473  y : 0.005997  deg : -0.231943
x : 7.868939  y : 0.038103  deg : -0.210661
x : 7.870827  y : 0.038165  deg : -0.709887
x : 7.869656  y : 0.037295  deg : -0.217188
x : 7.999578  y : 0.005343  deg : -0.234220
x : 7.869528  y : 0.037935  deg : -0.461958
x : 7.870031  y : 0.037190  deg : -0.467999
x : 7.867937  y : 0.037777  deg : -0.463465
x : 7.999555  y : 0.005370  deg : -0.258993
x : 7.869958  y : 0.037812  deg : -0.212906
x : 7.868345  y : 0.037054  deg : -0.469316
x : 7.897321  y : 0.090416  deg : 0.133879
x : -nan  y : -nan  deg : -nan
x : 7.870082  y : 0.037777  deg : -0.463178
x : 7.868477  y : 0.038846  deg : -0.204621
x : 7.868021  y : 0.037754  deg : -0.463647
x : 7.869685  y : 0.037890  deg : -0.462304
x : 7.999537  y : 0.005562  deg : -0.242376
x : 7.868835  y : 0.036314  deg : -0.225280
x : 7.880725  y : 0.066640  deg : -0.192266
x : 7.999569  y : 0.005217  deg : -0.272284
x : 7.870047  y : 0.035985  deg : -0.477812
x : 7.868419  y : 0.037034  deg : -0.219475
x : 7.870286  y : 0.037719  deg : -0.213627
x : 7.870335  y : 0.037104  deg : -0.718657
x : 7.869205  y : 0.038635  deg : -0.456253
x : 7.999558  y : 0.005332  deg : -0.262291
x : 7.869494  y : 0.037340  deg : -0.466835
x : 7.931897  y : 0.116845  deg : 1.235803
x : 7.869667  y : 0.037292  deg : -0.717211
x : 7.868968  y : 0.039925  deg : -0.695627
x : 7.889018  y : 0.079979  deg : -0.028374
x : 7.869523  y : 0.037332  deg : -0.216899
x : 7.869253  y : 0.038013  deg : -0.211353
x : 7.870038  y : 0.038998  deg : -0.453128
x : 7.869735  y : 0.037273  deg : -0.467357
x : 7.869417  y : 0.037967  deg : -0.211714
x : 7.870922  y : 0.036939  deg : -0.219927
x : 7.881119  y : 0.065107  deg : -0.207784
x : 7.869387  y : 0.037370  deg : -0.216605
x : 7.869725  y : 0.038484  deg : -0.457418
x : 7.870116  y : 0.037767  deg : -0.463253
x : 7.868654  y : 0.038794  deg : -0.455019
x : 7.869395  y : 0.038580  deg : -0.706678
x : 7.999505  y : 0.005667  deg : -0.009022
x : 7.869286  y : 0.037399  deg : -0.216386
x : -nan  y : -nan  deg : -nan
x : 7.931674  y : 0.118249  deg : 1.019769
x : -nan  y : -nan  deg : -nan
x : 7.869782  y : 0.037863  deg : -0.462518
x : 7.869135  y : 0.039875  deg : -0.696014
x : 7.881236  y : 0.065044  deg : -0.208316
x : 7.931336  y : 0.117744  deg : 1.249033
x : -nan  y : -nan  deg : -nan
x : 7.869440  y : 0.039174  deg : -0.701767
x : 7.999543  y : 0.005269  deg : -0.042002
x : 7.999542  y : 0.005510  deg : -0.246895
x : 7.869240  y : 0.038017  deg : -0.461324
x : 7.880980  y : 0.065181  deg : -0.207154
x : 7.869597  y : 0.039128  deg : -0.452125
x : 7.931446  y : 0.118619  deg : 1.025239
x : 7.870498  y : 0.037058  deg : -0.469010
x : 7.868912  y : 0.038111  deg : -0.210602
x : 7.999504  y : 0.005680  deg : -0.007999
x : 7.870165  y : 0.038961  deg : -0.453417
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.867981  y : 0.038376  deg : -0.208550
x : 7.869127  y : 0.036838  deg : -0.220980
x : 7.870233  y : 0.037133  deg : -0.468437
x : 7.868323  y : 0.038890  deg : -0.704277
x : 7.870484  y : 0.040077  deg : -1.194107
x : 7.868446  y : 0.037634  deg : -0.464567
x : 7.999541  y : 0.005517  deg : -0.246208
x : 7.999618  y : 0.004887  deg : -0.275984
x : 7.880801  y : 0.064620  deg : -0.213108
x : 7.869490  y : 0.037946  deg : -0.211875
x : 7.868967  y : 0.038704  deg : -0.205720
x : 7.868381  y : 0.037653  deg : -0.214427
x : 7.999532  y : 0.005384  deg : -0.032426
x : 7.999553  y : 0.005385  deg : -0.257664
x : 7.999606  y : 0.005254  deg : -0.212676
x : 7.869215  y : 0.038632  deg : -0.706275
x : 7.999518  y : 0.005527  deg : -0.020626
x : 7.881379  y : 0.064967  deg : -0.208963
x : 7.931682  y : 0.117189  deg : 1.240869
x : 7.870636  y : 0.037019  deg : -0.469310
x : 7.999534  y : 0.005838  deg : -0.439355
x : 7.999563  y : 0.005279  deg : -0.266905
x : 7.870830  y : 0.036965  deg : -0.219729
x : 7.999542  y : 0.005513  deg : -0.246578
x : 7.880958  y : 0.067177  deg : -0.936389
x : 7.869545  y : 0.037326  deg : -0.216947
x : 7.870335  y : 0.037104  deg : -0.218656
x : 7.999519  y : 0.005762  deg : -0.225057
x : 7.869941  y : 0.037817  deg : -0.212869
x : 7.882150  y : 0.065861  deg : -0.198876
x : 7.868686  y : 0.038785  deg : -0.455091
x : 7.999568  y : 0.005223  deg : -0.021728
x : 7.881939  y : 0.064668  deg : -0.211494
x : 7.881264  y : 0.065686  deg : -0.201636
x : 7.881559  y : 0.064219  deg : 0.033506
x : 7.869837  y : 0.037847  deg : -0.462639
x : 7.869361  y : 0.037983  deg : -0.461590
x : 7.870386  y : 0.038896  deg : -0.453921
x : 7.869734  y : 0.036671  deg : -0.472272
x : 7.999554  y : 0.005378  deg : -0.258329
x : 7.868144  y : 0.038330  deg : -0.458908
x : 7.869720  y : 0.037880  deg : -0.462380
x : 7.870677  y : 0.038208  deg : -0.459552
x : 7.870193  y : 0.038348  deg : -0.458466
x : 7.999600  y : 0.005327  deg : -0.455695
x : 7.870670  y : 0.037010  deg : -0.219383
x : 7.870009  y : 0.036595  deg : -0.222856
x : 7.999541  y : 0.005520  deg : -0.245955
x : 7.869075  y : 0.035647  deg : -0.230665
x : 7.870016  y : 0.037194  deg : -0.717966
x : 7.868556  y : 0.036996  deg : -0.219766
x : 7.999571  y : 0.005418  deg : -0.227395
x : 7.869290  y : 0.037397  deg : -0.216396
x : 7.999632  y : 0.004724  deg : -0.290989
x : 7.880905  y : 0.065221  deg : -0.206818
x : 7.999524  y : 0.005469  deg : -0.025438
x : 7.869193  y : 0.036820  deg : -0.221121
x : 7.999617  y : 0.004897  deg : -0.275089
x : 7.869225  y : 0.038022  deg : -0.711291
x : 7.871211  y : 0.038053  deg : -0.460749
x : 7.867586  y : 0.037876  deg : -0.462705
x : 7.879841  y : 0.064471  deg : 0.034436
x : 7.868142  y : 0.037720  deg : -0.463909
x : 7.999518  y : 0.005767  deg : -0.224653
x : 7.870381  y : 0.038294  deg : -0.458889
x : 7.999520  y : 0.005507  deg : -0.022292
x : 7.868841  y : 0.038131  deg : -0.210446
x : 7.868821  y : 0.036923  deg : -0.720328
x : 7.999498  y : 0.005740  deg : -0.253040
x : 7.867055  y : 0.039258  deg : -0.201436
x : 7.869835  y : 0.037848  deg : -0.462634
x : 7.869141  y : 0.037439  deg : -0.466071
x : 7.999560  y : 0.005315  deg : -0.263774
x : 7.869396  y : 0.038579  deg : -0.456682
x : 7.869262  y : 0.038011  deg : -0.211373
x : 7.869414  y : 0.037968  deg : -0.711707
x : 7.869534  y : 0.037329  deg : -0.466923
x : 7.880091  y : 0.064997  deg : 0.040067
x : 7.871127  y : 0.038078  deg : -0.460559
x : 7.869473  y : 0.037951  deg : -0.461837
x : 7.868606  y : 0.038198  deg : -0.459927
x : 7.999488  y : 0.005850  deg : 0.006042
x : 7.869660  y : 0.039110  deg : -0.452266
x : -nan  y : -nan  deg : -nan
x : 7.868630  y : 0.038801  deg : -0.204966
x : 7.869796  y : 0.039677  deg : -1.197545
x : 7.870887  y : 0.038147  deg : -0.210022
x : 7.999510  y : 0.005611  deg : -0.013646
x : 7.999554  y : 0.005151  deg : -0.051753
x : 7.869686  y : 0.036684  deg : -0.222169
x : 7.869517  y : 0.037334  deg : -0.466887
x : -nan  y : -nan  deg : -nan
x : 7.880667  y : 0.064691  deg : 0.037491
x : 7.869655  y : 0.037899  deg : -0.462237
x : 7.931519  y : 0.118501  deg : 1.023492
x : 7.868902  y : 0.038114  deg : -0.210579
x : 7.868747  y : 0.038158  deg : -0.460238
x : 7.870149  y : 0.037758  deg : -0.463327
x : 7.931602  y : 0.118367  deg : 1.021505
x : 7.869549  y : 0.037929  deg : -0.212005
x : 7.870714  y : 0.037597  deg : -0.464571
x : 7.881162  y : 0.065741  deg : -0.201171
x : 7.868413  y : 0.037036  deg : -0.469461
x : 7.869774  y : 0.036660  deg : -0.472357
x : 7.868385  y : 0.038261  deg : -0.459440
x : 7.999593  y : 0.004950  deg : -0.045586
x : -nan  y : -nan  deg : -nan
x : 7.866043  y : 0.038309  deg : -0.209364
x : -nan  y : -nan  deg : -nan
x : 7.851933  y : 0.037514  deg : -0.717263
x : -nan  y : -nan  deg : -nan
x : 7.921907  y : 0.132737  deg : 1.219483
x : 7.993291  y : 0.016349  deg : -0.688819
x : 7.851384  y : 0.037650  deg : -0.466216
x : 7.993711  y : 0.018869  deg : -0.316638
x : 7.851332  y : 0.036989  deg : -0.471513
x : 7.992039  y : 0.017623  deg : -0.440806
x : -nan  y : -nan  deg : -nan
x : 7.999342  y : 0.004837  deg : 15.497263
x : 7.914966  y : 0.086805  deg : 0.409520
x : 7.883280  y : 0.035638  deg : -0.228800
x : 7.893726  y : 0.056585  deg : -0.282838
x : 7.883397  y : 0.038351  deg : -0.456104
x : 7.901509  y : 0.071187  deg : 0.141385
x : 7.892916  y : 0.056424  deg : -0.035215
x : 7.999365  y : 0.004358  deg : 15.786274
x : 7.881968  y : 0.037140  deg : -0.466548
x : 7.892758  y : 0.057090  deg : -0.278612
x : 7.884432  y : 0.036922  deg : -0.467899
x : 7.884878  y : 0.037326  deg : -0.464421
x : 7.884998  y : 0.037288  deg : -0.214716
x : 7.999466  y : 0.004190  deg : 14.266580
x : 7.999336  y : 0.004882  deg : 15.244868
x : 7.999542  y : 0.003710  deg : 13.536403
x : 7.999470  y : 0.004158  deg : 14.268390
x : 7.884188  y : 0.035908  deg : -0.226401
x : 7.893817  y : 0.060068  deg : 0.003178
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.719616  y : 0.343904  deg : 70.190302
x : 7.655505  y : 0.377956  deg : 74.848239
x : 6.824624  y : 0.493301  deg : 122.482370
x : 6.709105  y : 0.494215  deg : 123.800820
x : 6.756403  y : 0.813711  deg : 111.302453
x : 7.257038  y : 0.698913  deg : -4.250203
x : 7.675322  y : 0.213327  deg : -12.556547
x : 7.707052  y : 0.288884  deg : -14.099746
x : 5.887396  y : 0.330239  deg : 135.615513
x : 6.518750  y : 0.412356  deg : 121.943650
x : 6.759853  y : 0.441851  deg : 115.389578
x : 6.678144  y : 0.444544  deg : 119.412080
x : 7.258857  y : 0.743099  deg : 87.674476
x : 7.184412  y : 0.528352  deg : 99.064119
x : 7.175498  y : 0.535069  deg : 99.768048
x : 7.325832  y : 0.508433  deg : 92.227723
x : 7.305692  y : 0.497426  deg : 94.130883
x : 4.097166  y : 0.025338  deg : 160.128032
x : 6.939430  y : 0.484122  deg : 112.964552
x : 6.935213  y : 0.466222  deg : 113.603552
x : 6.980628  y : 0.443396  deg : 112.242446
x : 6.775484  y : 0.428171  deg : 119.477036
x : 6.420574  y : 0.435646  deg : 127.829775
x : 6.597606  y : 0.378812  deg : 125.384119
x : 7.133360  y : 0.400276  deg : 105.959149
x : 7.539546  y : 0.363341  deg : 81.223264
x : 7.571559  y : 0.372021  deg : 77.281799
x : 7.617193  y : 0.632530  deg : 26.432325
x : 7.623095  y : 0.335990  deg : 73.034768
x : 7.653211  y : 0.325655  deg : 70.300078
x : 7.657595  y : 0.321087  deg : 69.840202
x : 7.631551  y : 0.330992  deg : 72.065373
x : 7.759491  y : 0.258275  deg : 61.460003
x : 7.621212  y : 0.334415  deg : 72.810172
x : 7.575770  y : 0.345749  deg : 76.569831
x : 7.424519  y : 0.324777  deg : 95.061426
x : 7.648075  y : 0.676905  deg : -13.779979
x : 5.735465  y : 0.320165  deg : 134.452735
x : 4.090222  y : 0.025398  deg : 147.627815
x : -2.187446  y : 0.101064  deg : 147.431619
x : 7.706393  y : 0.349086  deg : -29.933672
x : 5.922882  y : 0.371109  deg : 127.620117
x : 7.645547  y : 0.357278  deg : -31.977361
x : 1.941671  y : 0.092920  deg : 141.871287
x : 6.178201  y : 0.378535  deg : 121.762052
x : 7.903151  y : 0.105064  deg : 50.420259
x : 7.806660  y : 0.192326  deg : 58.650525
x : 7.571515  y : 0.338912  deg : 75.657656
x : 7.656956  y : 0.680552  deg : -10.248851
x : 7.721363  y : 0.616411  deg : -7.675575
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 3.938136  y : 0.732260  deg : -1.219330
x : 4.086680  y : 0.724858  deg : -0.743868
x : 4.189768  y : 0.699719  deg : -0.405976
x : 4.221266  y : 0.650018  deg : -1.260497
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : -nan  y : -nan  deg : -nan
x : 7.568301  y : 0.417730  deg : -20.057851
x : 7.560744  y : 0.386991  deg : -20.880550
x : 7.643422  y : 0.463260  deg : -18.914039
x : 7.509768  y : 0.308059  deg : -22.395062
x : 7.747493  y : 0.509965  deg : -13.407842
x : 7.501887  y : 0.263986  deg : -21.422326
x : 7.546917  y : 0.324540  deg : -20.363759
x : 7.614138  y : 0.341367  deg : 76.251240
x : 7.826022  y : 0.222096  deg : 54.823322
x : 7.803999  y : 0.240349  deg : 57.696806
x : 7.674230  y : 0.316456  deg : 71.830952
x : 7.599673  y : 0.341317  deg : 80.049302
x : 7.700975  y : 0.309042  deg : 70.306207
x : 7.673660  y : 0.337235  deg : 72.559394
x : 7.412583  y : 0.429448  deg : 94.580223
x : 7.368842  y : 0.466070  deg : 96.556497
x : 7.379344  y : 0.510329  deg : 94.571567
x : 7.598774  y : 0.593544  deg : 0.808060
x : 7.763046  y : 0.194308  deg : -6.102521
x : 7.919864  y : 0.285260  deg : -47.308744
x : 7.740680  y : 0.152303  deg : -6.676484
x : 7.887822  y : 0.299266  deg : -52.701821
x : 7.780574  y : 0.541942  deg : -39.957592
x : 7.783630  y : 0.525500  deg : -46.120999
x : 7.743923  y : 0.515023  deg : -28.062735
x : 7.798225  y : 0.500417  deg : -47.040086
x : 7.500692  y : 0.272039  deg : 35.417002
x : 7.511013  y : 0.259601  deg : -6.463646
x : 7.718842  y : 0.522325  deg : 1.542792
x : 7.634806  y : 0.580035  deg : 1.944754
x : 7.437178  y : 0.580447  deg : -1.383225
x : 7.691897  y : 0.460163  deg : 63.304332
x : 7.766429  y : 0.395089  deg : 55.590991
x : 7.933763  y : 0.252138  deg : 1.469093
x : 4.376605  y : 0.230243  deg : 160.614119
x : 7.047952  y : 0.596604  deg : 106.176528
x : 7.795975  y : 0.326360  deg : 53.511750
x : 7.835654  y : 0.276787  deg : 49.200274
x : 7.789531  y : 0.409610  deg : 52.445374
x : 7.788029  y : 0.288820  deg : 60.275662
x : 7.695676  y : 0.382203  deg : 65.278083
x : 7.791257  y : 0.280723  deg : 60.384141
x : 6.214226  y : 0.525975  deg : 133.838382
x : 7.094548  y : -1.225372  deg : 92.211442
x : -22.325533  y : 0.000000  deg : 48.000000
x : 1.352401  y : 1.066267  deg : 43.887445
x : 7.596735  y : 0.438706  deg : 74.089615
x : 7.439512  y : 0.699434  deg : -4.793235
x : 7.732929  y : 0.233273  deg : -11.885575
x : 7.389194  y : 0.703960  deg : -3.802773
x : 7.712993  y : 0.214086  deg : -11.220274
x : 7.687048  y : 0.394871  deg : 67.898319
x : 7.668901  y : 0.412285  deg : 69.767424
x : 7.796199  y : 0.190289  deg : -8.536312
x : 7.498021  y : 0.501935  deg : 84.502465
x : 7.494740  y : 0.500210  deg : 85.287728
x : 7.492222  y : 0.497597  deg : 85.830147
x : 7.504855  y : 0.493910  deg : 84.821534
x : 7.645610  y : 0.339744  deg : 18.208759
x : 7.482509  y : -0.107513  deg : 110.013252
x : 7.095639  y : 0.554910  deg : 110.716971
x : 7.398121  y : -0.168737  deg : 110.839091
x : 7.862790  y : -0.001827  deg : 111.987135
x : 7.849250  y : 0.025033  deg : 91.571712
x : 7.530851  y : -0.148343  deg : 103.203253
x : 7.922974  y : 0.005098  deg : 92.463762
x : 7.438056  y : -0.399696  deg : 93.826771
x : 7.439179  y : 0.814252  deg : 3.057390
x : 7.325772  y : 0.543700  deg : 96.367199
x : 7.873008  y : 0.261875  deg : 44.620299
x : 6.406319  y : 0.376413  deg : 140.210820
x : 7.541449  y : 0.423439  deg : 83.279731
x : 7.787433  y : 0.184226  deg : -11.914593
x : 7.758993  y : 0.177324  deg : -11.094206
x : 7.760455  y : 0.171883  deg : -9.160877
x : 7.768655  y : 0.167747  deg : -7.695566
x : 7.607763  y : 0.464694  deg : 76.916912
x : 7.439407  y : 0.517247  deg : 91.302952
x : 7.417659  y : 0.529047  deg : 91.995358
x : 7.360898  y : -0.348031  deg : 102.678987
x : -nan  y : -2.116560  deg : -nan
x : 7.141980  y : -1.357825  deg : 95.539101
x : -11.361623  y : 0.288996  deg : 169.394853
x : 3.062838  y : -0.139419  deg : 105.882476
x : 7.445676  y : -0.237720  deg : 101.038090
x : 7.626338  y : 0.448935  deg : 73.271625
x : 7.645511  y : 0.441765  deg : 71.494876
x : 7.666347  y : 0.441266  deg : 69.343908
x : 7.518390  y : 0.511227  deg : 81.791335
x : 7.530815  y : 0.495629  deg : 80.930038
x : 7.478991  y : 0.524501  deg : 83.808640
x : 7.219062  y : 0.570401  deg : 100.105441
x : 6.822687  y : 0.585991  deg : 118.788835
x : 7.715237  y : 0.511374  deg : -0.888404
x : 7.591921  y : 0.254365  deg : -7.186284
x : 7.498116  y : 0.283432  deg : -5.204975
x : 7.739100  y : 0.474149  deg : 1.071768
x : 7.605279  y : 0.211340  deg : -6.415265
x : 7.609429  y : 0.225523  deg : -5.752956
x : 7.588671  y : 0.163364  deg : -6.161033
x : 7.672732  y : 0.300640  deg : -4.821647
x : 7.460620  y : 0.528389  deg : 88.589733
x : 7.510192  y : 0.509916  deg : 84.347714
x : 7.660584  y : 0.290259  deg : -4.786099
x : 7.721535  y : 0.500383  deg : 2.096061
x : 7.716995  y : 0.509054  deg : 1.571583
x : -14.750666  y : 0.763882  deg : 171.076945
x : 7.550294  y : 0.261282  deg : -5.406818
x : 7.768095  y : 0.456274  deg : 1.692312
x : 7.548267  y : 0.621653  deg : 1.004550
x : 7.551197  y : 0.306663  deg : 28.905554
x : 7.738773  y : 0.502794  deg : -36.295850
x : 7.714156  y : 0.510130  deg : -31.486554
x : 7.745076  y : 0.533667  deg : -39.716899
x : 7.518704  y : 0.318540  deg : -12.998099
x : 7.715426  y : 0.549546  deg : -3.123306
x : 7.520412  y : 0.175186  deg : -6.066469
x : 7.567046  y : 0.284904  deg : -4.596790
x : 7.539724  y : 0.236495  deg : -5.194650
x : 7.757886  y : 0.455880  deg : 1.722414
x : 7.766972  y : 0.455437  deg : 1.096887
x : 7.626565  y : 0.353193  deg : -3.654298
x : 7.610536  y : 0.210734  deg : -5.167230
x : 7.186480  y : 0.558395  deg : 107.284523
x : 7.473802  y : 0.518922  deg : 87.898841
x : 7.684853  y : 0.443468  deg : 68.399162
x : 7.758561  y : 0.279479  deg : -5.176556
x : 7.827091  y : 0.450622  deg : -56.757539
x : 7.830404  y : 0.451502  deg : -57.412487
x : 7.843142  y : -0.012589  deg : 98.411296
x : 7.785586  y : -0.015398  deg : 101.642335
x : 7.393220  y : -0.324704  deg : 101.347612
x : 7.272057  y : -0.458203  deg : 104.061675
x : 7.655601  y : 0.294096  deg : -4.495369
x : 7.747015  y : 0.473627  deg : 1.108667
x : 7.726867  y : 0.490632  deg : 0.854515
x : 7.711034  y : 0.503431  deg : 0.855560
x : 7.497072  y : 0.312528  deg : -5.357483
x : 7.482236  y : 0.216386  deg : -5.431274
x : 7.523681  y : 0.305308  deg : -4.908802
x : 7.519486  y : 0.300034  deg : -5.230755
x : 7.706690  y : 0.492588  deg : 0.771570
x : 7.475102  y : 0.199846  deg : -6.093491
x : 7.554529  y : 0.337665  deg : -4.411895
x : 7.546782  y : 0.309365  deg : -5.067302
x : 7.519250  y : 0.222677  deg : -5.852880
x : 7.579854  y : 0.300934  deg : -4.862481
x : 7.511918  y : 0.167039  deg : -6.142765
x : 7.529192  y : 0.260324  deg : -5.439554
x : 7.792232  y : 0.519692  deg : -46.958907
x : 7.545240  y : 0.379118  deg : 21.433138
x : 7.573645  y : 0.345203  deg : 23.254233
x : 7.450748  y : -0.216878  deg : 102.452874
x : -nan  y : 42.340376  deg : -nan
x : 7.250718  y : -0.792422  deg : 95.147170
x : 7.624252  y : 0.269830  deg : -5.182644
x : 7.744688  y : 0.476849  deg : 1.415230
x : 7.741414  y : 0.478785  deg : 1.372957
x : 7.736577  y : 0.487994  deg : 0.860539
